target,Pronosticado_Modelo 3 CNN
2.0486456515886964,0.21470085
-1.3702730203006341,-0.07984339
-0.7177735203650029,-0.043315765
-0.1074263393133921,-0.008203603
0.865933654606702,-0.09192844
-0.4714524122712336,0.08999745
0.40237348384417226,-0.0782427
0.31468816891192564,0.01313512
0.4504839428797902,-0.2249673
0.16815254675837554,-0.23036572
1.0739407407325998,-0.13356525
-1.4027283935469916,0.01839587
0.4063729235086552,0.0704341
0.369994800496037,0.18160439
0.9354049246744424,-0.091235496
-1.236545994070792,-0.65006477
-0.8781457454654498,-0.15541151
1.4620460430428206,-0.083902895
-0.7374931241686207,-0.05896879
-0.7071721235212947,-0.06273158
-0.4349670980945535,0.043702982
-0.980200772126944,0.39703852
-0.38530122461562094,0.080123626
-0.3780564356644606,0.0076475143
-0.05972568878494566,-0.18582177
-0.08700941760860309,0.040104255
0.993557953953626,-0.07786715
0.020842002790491514,0.085476704
-0.15645212782655982,-0.10263349
0.42860098761928195,-0.0931778
-0.004500581802929448,-0.08203115
1.226619063080529,-0.09057832
-1.2850352106091527,-0.038517512
-0.5876582941295132,-0.25310126
-1.381909385935468,0.010005303
-0.6111586128200261,-0.003999181
-0.6258292414188946,-0.1516126
0.6112850521245659,-0.0033005103
0.06891541479181196,0.35888144
0.1476932677561233,-0.118868284
-0.7648488718941122,0.1326234
0.6168873759898346,-0.0038927495
-0.565268448518769,-0.19051434
0.12350115347788802,-0.15534802
1.3909139910348411,0.011202231
0.9032533993551768,-0.21930376
1.4745750872922396,0.17505863
0.295049963016923,-0.06839161
1.5343167710129786,0.028756373
-0.49538656258062247,-0.054151066
1.568406813908208,0.27284744
2.1295519753867125,0.23726258
-0.32747296647069674,0.019834615
0.04205539194616991,0.10189914
1.1719779092102642,-0.054952614
-0.5268169817605429,0.18030164
-1.6201873594811216,-0.27583054
0.4502242153854743,-0.24858451
0.4687930808886607,-0.010282882
-0.8886727802906125,0.15470108
-0.9588905998259765,0.07773063
1.2063578088779916,-0.01753702
-0.9191351576032535,-0.16046944
-0.07777766384337018,-0.14108644
1.639627786127396,-0.09020873
-0.23280138564930383,0.020663016
-0.19907923187424906,0.17845136
-0.2212560358808929,0.26992524
-0.6292970656866095,0.11078849
0.44343388001426304,-0.006417595
1.2972929132297113,0.04137586
-0.12712537836278484,-0.1851373
0.4172853353062867,-0.12148143
0.6985292091012687,0.08399803
1.0259773337631974,0.2847906
-0.7107651905474186,0.24994847
-1.979452514537039,-0.014051899
0.8442795838583812,-0.113680564
0.3372955892264978,0.29270262
0.9795370408045035,-0.048400607
0.8615530712442745,0.07853434
0.337835730829233,-0.17451975
0.7048397638723175,0.01306349
-0.09466259971499406,-0.07722301
0.22366023600021936,-0.09716681
0.361029328164191,0.31664982
-0.9184683518328186,-0.2710061
-0.9001459134611077,0.43498424
-1.5282129352495117,0.12135766
-1.9232622558927577,-0.12957513
0.5229297681611423,0.12587216
1.21622621476281,-0.052155152
-0.779030669802193,-0.18412587
0.5836143645269928,0.021334603
-0.6152221582721688,-0.043826394
0.6763445091850113,-0.006920062
0.39558221862655657,-0.14053649
0.7639485641445846,-0.025083758
0.27759386980886086,-0.3284291
1.9342111303641831,-0.06026072
