Fold,Real,Predicted
1,0.0,1256.5121
1,0.0,143.98343
1,0.0,143.98343
1,0.0,891.2565
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1509.9044
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1238.3434
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,684.51575
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,700.3157
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,657.5565
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,661.4634
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,704.18286
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1490.0555
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,2996.2705
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,525.58777
1,0.0,143.98343
1,0.0,1165.4235
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,5313.1294
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,225.78638
1,0.0,143.98343
1,0.0,374.41367
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1174.4368
1,0.0,2110.7114
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,924.5449
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,698.475
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,514.1382
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1441.2273
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1250.3152
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,693.9343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1522.9137
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,367.07077
1,0.0,143.98343
1,0.0,611.67413
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,3813.4639
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1057.0378
1,0.0,1556.893
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,728.07544
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,644.291
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,655.5925
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,392.5574
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1266.8896
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1732.8706
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1147.6417
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,687.9557
1,0.0,691.27295
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,408.82062
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,690.10657
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,715.4724
1,0.0,143.98343
1,0.0,143.98343
1,0.0,454.00278
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,382.28635
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1254.1381
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,584.4082
1,0.0,143.98343
1,0.0,6244.2085
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1588.3732
1,0.0,143.98343
1,0.0,143.98343
1,0.0,414.98383
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,908.99304
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,983.9668
1,0.0,622.796
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,963.76086
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,518.7133
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,5312.0503
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,669.7594
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,703.0967
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,1672.3472
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,3025.4116
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,395.71436
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
1,0.0,143.98343
