AJUSTE,TIEMPO,CIF,KILO,PAG,GRUPO
0.0,67.0,300.0,32897.564,100.0,0
0.0,40.85,19803.14,1249.556,2388.008,-1
0.0,44.77,300.0,300.0,100.0,0
0.0,48.72,300.0,300.0,100.0,0
0.0,67.0,510.58,32897.564,129.304,0
0.0,69.98,300.0,300.0,100.0,0
0.0,72.17,537.32,32897.564,100.0,1
0.0,69.98,337.82,300.0,100.0,0
0.0,23.33,1397.13,300.0,365.792,-1
0.0,67.0,694.085,32897.564,321.804,0
0.0,49.33,666.365,377.888,178.108,0
0.0,0.64,1983.695,776.356,524.328,0
0.0,11.86,352.345,300.0,100.0,0
0.0,23.71,24795.12,13125.168,3100.58,1
0.0,31.18,300.0,300.0,100.0,-1
0.0,21.13,3500.0,1925.0,945.0,1
0.0,33.87,1063.23,300.0,140.588,0
0.0,69.98,300.0,300.0,100.0,0
0.0,69.98,478.8,300.0,103.768,0
0.0,69.98,700.28,300.0,100.0,2
0.0,44.57,1503.25,336.0,330.624,0
0.0,22.21,685.3,300.0,100.0,0
0.0,9.96,300.0,32897.564,100.0,-1
0.0,69.98,554.68,532.0,137.424,0
0.0,67.0,300.0,32897.564,100.0,-1
0.0,23.57,444.255,300.0,100.0,0
0.0,21.85,300.0,32897.564,100.0,0
0.0,5.87,1520.33,4009.824,1112.412,0
0.0,69.98,300.0,300.0,100.0,0
0.0,19.35,6281.31,2234.4,2570.96,-1
0.0,51.58,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,9.86,329.42,32897.564,100.0,0
0.0,27.86,300.0,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,67.0,713.37,32897.564,100.0,0
0.0,16.61,300.0,300.0,100.0,0
0.0,9.76,4404.05,3139.864,545.72,0
0.0,3.72,300.0,300.0,100.0,0
0.0,69.98,912.17,300.0,164.472,0
0.0,69.98,1765.295,300.0,461.132,0
0.0,29.49,4294.29,914.284,523.516,-1
0.0,51.83,5783.54,68.992,705.768,0
0.0,26.4,5000.0,2750.0,1350.0,0
0.0,51.58,300.0,32897.564,100.0,0
0.0,25.0,1213.555,300.0,315.336,0
0.0,50.07,5000.0,2750.0,1350.0,0
0.0,8.56,8945.195,2542.4,2352.392,0
0.0,67.0,538.02,32897.564,100.0,0
0.0,47.47,386.435,32897.564,100.0,-1
0.0,44.85,762.125,392.0,209.664,0
0.0,51.83,1012.095,39.844,276.164,0
0.0,69.98,300.0,300.0,100.0,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,25.83,707.455,32897.564,187.432,-1
0.0,9.74,300.0,32897.564,100.0,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,7.55,3183.985,1055.992,970.2,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,63.18,300.0,300.0,100.0,-1
0.0,69.08,1216.67,514.304,327.376,0
0.0,50.11,15952.02,1903.804,3514.476,0
0.0,34.57,300.0,300.0,100.0,-1
0.0,51.83,5000.0,2750.0,1350.0,-1
0.0,24.13,500.64,32897.564,212.632,-1
0.0,51.83,24188.325,5093.2,2953.244,-1
0.0,69.98,695.555,437.36,181.244,0
0.0,8.39,300.0,300.0,100.0,0
0.0,11.49,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,24.57,18937.205,2751.644,2312.772,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,27.69,1791.86,524.16,270.116,-1
0.0,8.6,300.0,32897.564,100.0,0
0.0,47.71,1798.3,753.536,100.0,0
0.0,25.15,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,22.21,300.0,32897.564,100.0,-1
0.0,23.08,447.475,32897.564,144.928,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,69.98,1237.11,300.0,324.604,0
0.0,69.98,1658.685,1233.624,431.732,0
0.0,28.64,300.0,32897.564,100.0,0
0.0,24.74,3500.0,164.528,109.564,0
0.0,67.0,476.175,32897.564,100.912,0
0.0,47.53,300.0,300.0,100.0,0
0.0,5.17,6553.365,4368.0,796.46,0
0.0,7.95,300.0,300.0,100.0,0
0.0,67.0,573.37,32897.564,100.0,0
0.0,8.05,300.0,300.0,100.0,0
0.0,51.83,8714.055,2366.0,1461.068,0
0.0,23.82,1515.045,300.0,811.16,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,3.86,300.0,32897.564,100.0,0
0.0,4.62,300.0,32897.564,100.0,0
0.0,21.95,300.0,32897.564,100.0,-1
0.0,27.7,962.71,300.0,118.188,0
0.0,34.56,5000.0,2750.0,1350.0,0
0.0,44.0,300.0,300.0,100.0,0
0.0,51.83,2635.955,2727.536,691.348,0
0.0,69.98,1262.17,1296.512,154.98,0
0.0,69.98,300.0,300.0,100.0,0
0.0,51.83,2117.255,1212.064,549.668,0
0.0,69.98,300.0,300.0,100.0,0
0.0,44.97,3329.13,10580.136,723.492,0
0.0,5.99,300.0,32897.564,100.0,0
0.0,25.16,2368.555,127.26,288.064,0
0.0,51.83,14095.375,1147.132,3732.848,0
0.0,23.41,963.27,300.0,510.328,-1
0.0,0.65,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,22.28,636.65,32897.564,190.092,0
0.0,6.52,1117.06,571.2,349.272,1
0.0,67.0,460.145,32897.564,131.152,0
0.0,12.05,4875.255,444.052,1283.828,0
0.0,3.93,300.0,32897.564,100.0,0
0.0,14.47,300.0,32897.564,100.0,-1
0.0,18.47,300.0,300.0,100.0,0
0.0,51.83,11093.11,2042.712,1857.8,0
0.0,24.15,695.94,32897.564,189.084,0
0.0,43.6,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,69.98,1310.435,300.0,184.912,0
0.0,30.18,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,22.03,1661.205,2450.0,285.964,1
0.0,18.77,3892.35,694.96,903.952,1
0.0,8.36,300.0,300.0,100.0,0
0.0,21.8,300.0,32897.564,100.0,-1
0.0,69.98,1365.035,300.0,100.0,0
0.0,26.28,13207.845,11092.032,1621.34,-1
0.0,29.17,300.0,300.0,100.0,0
0.0,69.98,654.395,451.64,172.928,0
0.0,9.11,300.0,300.0,100.0,0
0.0,42.95,300.0,32897.564,100.0,0
0.0,67.0,637.49,32897.564,152.04,0
0.0,26.73,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,4.03,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,29.43,1134.56,967.68,174.524,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,24.08,10166.485,4522.448,100.0,0
0.0,24.03,4346.545,2693.6,555.688,0
0.0,48.05,300.0,32897.564,100.0,0
0.0,69.98,686.07,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,51.83,8642.375,514.724,1162.336,1
0.0,15.17,300.0,300.0,100.0,0
0.0,69.98,996.87,300.0,1226.876,0
0.0,7.14,685.44,300.0,100.0,0
0.0,51.83,3233.16,504.0,1216.264,0
0.0,1.3,300.0,300.0,100.0,0
0.0,6.57,300.0,32897.564,100.0,1
0.0,69.98,1507.555,1247.204,395.752,0
0.0,21.14,467.53,308.56,100.0,0
0.0,24.91,300.0,300.0,100.0,0
0.0,24.87,364.91,32897.564,100.0,0
0.0,51.83,14005.565,583.912,3019.016,0
0.0,5.2,678.615,32897.564,100.0,1
0.0,67.0,300.0,32897.564,100.0,0
0.0,24.04,300.0,32897.564,100.0,-1
0.0,6.32,300.0,300.0,100.0,0
0.0,5.51,1112.895,300.0,364.7,0
0.0,67.0,579.775,32897.564,123.312,0
0.0,51.83,5716.445,612.36,100.0,0
0.0,6.41,300.0,300.0,100.0,0
0.0,30.12,12922.14,1702.904,3346.392,0
0.0,39.32,300.0,300.0,100.0,0
0.0,27.65,6068.965,600.04,1044.848,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,25.42,368.865,32897.564,101.388,0
0.0,26.02,300.0,32897.564,100.0,0
0.0,69.98,1611.47,300.0,195.524,0
0.0,20.27,1580.6,621.572,651.112,1
0.0,49.33,651.42,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,23.79,1151.325,1512.364,233.156,1
0.0,58.55,300.0,32897.564,100.0,0
0.0,51.83,3500.0,1925.0,1120.0,-1
0.0,41.81,20549.865,3642.548,2485.728,0
0.0,51.83,1743.14,183.484,211.148,0
0.0,43.99,1812.195,1290.24,253.82,1
0.0,9.98,4774.28,103.32,619.052,-1
0.0,23.69,300.0,32897.564,100.0,0
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,69.98,300.0,300.0,120.568,1
0.0,51.83,1739.36,4032.0,230.468,0
0.0,19.9,300.0,300.0,100.0,-1
0.0,5.8,300.0,300.0,100.0,0
0.0,42.67,300.0,300.0,100.0,0
0.0,45.45,987.63,300.0,425.74,0
0.0,26.97,389.55,300.0,104.02,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,20.56,1026.13,300.0,315.532,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,18.6,735.595,32897.564,145.096,1
0.0,5.66,5434.03,8162.0,1186.108,1
0.0,7.68,300.0,32897.564,100.0,0
0.0,69.98,1263.815,300.0,100.0,0
0.0,49.5,475.825,387.52,126.616,0
0.0,51.83,13645.59,3753.036,5241.152,0
0.0,25.15,1904.875,300.0,233.884,-1
0.0,19.14,300.0,32897.564,100.0,0
0.0,72.99,447.265,32897.564,124.824,0
0.0,69.98,521.325,324.968,113.4,0
0.0,69.98,300.0,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,6.94,5609.66,1310.4,1565.396,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,50.37,300.0,384.132,100.0,0
0.0,69.98,1025.325,300.0,191.408,-1
0.0,51.83,2235.17,268.8,623.896,0
0.0,38.54,300.0,300.0,100.0,0
0.0,51.83,2188.48,1260.0,293.972,0
0.0,5.65,22959.02,5853.932,2804.424,0
0.0,69.98,441.525,300.0,103.348,0
0.0,51.83,5874.365,258.72,1276.212,0
0.0,6.58,300.0,32897.564,100.0,0
0.0,51.83,3020.92,25.228,364.952,0
0.0,20.28,505.05,300.0,100.0,0
0.0,48.95,1337.35,375.48,167.888,0
0.0,7.9,30600.85,52684.8,22270.584,-1
0.0,51.83,5293.575,495.74,659.288,0
0.0,51.83,2415.28,757.12,634.004,0
0.0,69.98,300.0,300.0,100.0,0
0.0,23.71,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,-1
0.0,13.46,300.0,32897.564,100.0,0
0.0,51.83,4023.775,2.996,670.768,0
0.0,23.75,300.0,32897.564,100.0,0
0.0,24.23,300.0,300.0,100.0,0
0.0,69.33,300.0,300.0,100.0,0
0.0,12.02,480.41,32897.564,100.0,-1
0.0,27.93,3538.955,457.016,439.152,1
0.0,27.62,300.0,32897.564,100.0,0
0.0,21.81,300.0,32897.564,100.0,0
0.0,51.83,1187.27,380.8,340.452,0
0.0,11.91,300.0,300.0,100.0,0
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,48.84,300.0,300.0,100.0,0
0.0,2.03,300.0,32897.564,306.376,0
0.0,51.83,6697.425,1885.716,814.24,-1
0.0,51.83,1682.03,18.9,216.944,0
0.0,25.89,591.185,300.0,156.324,0
0.0,69.98,1266.265,300.0,255.22,0
0.0,25.37,3047.31,435.008,1288.392,0
0.0,69.98,300.0,300.0,100.0,0
0.0,2.64,300.0,32897.564,100.0,0
0.0,69.98,1741.25,300.0,244.468,0
0.0,8.9,387.765,32897.564,103.572,-1
0.0,20.83,2457.805,2043.356,651.0,-1
0.0,8.43,567.77,32897.564,100.0,0
0.0,9.94,10462.76,3092.88,2281.776,1
0.0,27.36,300.0,300.0,100.0,-1
0.0,22.32,13160.035,3523.128,2820.356,-1
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,69.98,364.63,300.0,100.828,0
0.0,42.4,977.655,389.088,120.904,0
0.0,9.37,332.185,300.0,100.0,-1
0.0,34.57,379.05,580.944,102.9,0
0.0,2.86,300.0,32897.564,100.0,0
0.0,50.99,314.79,32897.564,100.0,0
0.0,28.77,300.0,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,69.98,543.305,300.0,101.612,0
0.0,41.75,31588.2,12040.0,5337.752,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,23.26,300.0,32897.564,100.0,0
0.0,67.0,556.185,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,32.73,12357.625,1282.652,1516.452,0
0.0,21.2,2610.09,279.048,1059.492,-1
0.0,51.83,19710.18,2324.224,2491.944,0
0.0,29.86,14848.47,303.884,100.0,0
0.0,6.89,300.0,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,-1
0.0,51.83,6265.0,47.46,1619.604,0
0.0,67.0,300.0,32897.564,100.0,-1
0.0,67.0,476.84,32897.564,100.0,0
0.0,6.72,350.77,32897.564,100.0,0
0.0,6.02,362.985,300.0,100.0,0
0.0,5.45,4629.345,1864.8,581.952,0
0.0,69.98,300.0,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,33.65,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,21.39,300.0,32897.564,100.0,-1
0.0,23.15,1318.975,1726.76,979.412,-1
0.0,67.0,457.52,32897.564,100.0,0
0.0,23.24,382.305,32897.564,100.0,0
0.0,24.64,569.485,32897.564,100.0,-1
0.0,24.88,654.71,300.0,100.0,-1
0.0,51.83,5241.53,2931.824,3027.5,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,11.05,300.0,300.0,100.0,0
0.0,61.78,300.0,300.0,100.0,0
0.0,20.64,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,28.61,5000.0,2750.0,1350.0,0
0.0,51.83,2769.865,23.632,629.972,0
0.0,49.6,4014.57,2974.412,1050.98,0
0.0,24.87,300.0,300.0,100.0,-1
0.0,49.35,752.08,730.184,207.116,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,47.25,438.2,750.176,187.544,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,51.83,18052.895,1688.428,3137.512,0
0.0,69.98,924.91,300.0,242.088,0
0.0,69.98,823.585,300.0,231.7,0
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,29.84,300.0,32897.564,100.0,-1
0.0,29.45,601.72,300.0,143.108,0
0.0,69.98,300.0,300.0,100.0,0
0.0,25.25,22094.59,5720.4,100.0,0
0.0,18.92,300.0,300.0,100.0,0
0.0,5.9,300.0,32897.564,100.0,0
0.0,22.61,477.68,32897.564,100.0,0
0.0,29.09,8341.41,1894.2,2162.692,0
0.0,5.33,360.99,32897.564,100.0,0
0.0,69.98,374.01,300.0,118.076,0
0.0,10.16,300.0,32897.564,100.0,-1
0.0,22.42,1436.225,1344.0,187.068,-1
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,26.41,359.695,32897.564,155.092,-1
0.0,69.98,351.715,300.0,100.0,-1
0.0,6.9,647.22,300.0,171.892,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,73.77,300.0,32897.564,100.0,1
0.0,69.98,300.0,300.0,100.0,0
0.0,51.83,1435.21,47.6,193.76,0
0.0,69.98,300.0,300.0,100.0,0
0.0,67.0,400.155,32897.564,100.0,0
0.0,51.83,5541.13,356.664,687.848,0
0.0,69.98,309.47,300.0,100.0,0
0.0,67.0,523.215,32897.564,169.288,0
0.0,45.65,300.0,300.0,100.0,0
0.0,69.45,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,51.83,3500.0,16.24,216.02,0
0.0,51.83,5564.825,3273.368,1440.74,0
0.0,6.5,18040.435,9072.0,2229.08,1
0.0,8.66,300.0,32897.564,100.0,-1
0.0,51.83,15142.435,1083.292,2004.072,1
0.0,69.98,1279.705,983.584,217.448,0
0.0,67.0,300.0,32897.564,100.0,-1
0.0,26.41,28061.495,2354.296,3384.248,0
0.0,69.98,1314.145,300.0,383.264,0
0.0,27.62,871.64,300.0,147.196,0
0.0,12.82,300.0,32897.564,100.0,-1
0.0,23.91,2138.22,630.476,267.988,0
0.0,69.98,300.0,300.0,100.0,0
0.0,24.43,300.0,300.0,100.0,-1
0.0,51.83,2884.315,593.992,750.96,0
0.0,67.0,452.655,32897.564,100.0,0
0.0,31.66,559.72,300.0,156.436,0
0.0,69.98,300.0,300.0,100.0,0
0.0,69.98,676.585,300.0,100.0,0
0.0,67.0,589.19,32897.564,100.0,0
0.0,69.98,1882.51,300.0,228.004,-1
0.0,50.82,417.97,300.0,100.0,0
0.0,36.8,6977.53,2373.84,6221.852,0
0.0,24.23,463.575,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,21.5,602.35,300.0,159.32,0
0.0,69.98,517.475,300.0,100.0,0
0.0,17.47,300.0,300.0,100.0,0
0.0,11.62,608.405,32897.564,100.0,0
0.0,7.3,300.0,300.0,100.0,0
0.0,50.18,1227.065,550.144,450.24,0
0.0,51.83,20755.84,6732.6,100.0,0
0.0,73.0,362.775,32897.564,191.352,0
0.0,25.94,843.675,300.0,400.428,0
0.0,44.0,300.0,300.0,100.0,0
0.0,58.55,300.0,32897.564,100.0,0
0.0,7.23,300.0,300.0,100.0,0
0.0,19.2,300.0,32897.564,100.0,0
0.0,24.56,300.0,300.0,100.0,-1
0.0,8.72,300.0,300.0,100.0,-1
0.0,4.58,300.0,300.0,100.0,0
0.0,69.98,892.325,300.0,162.792,0
0.0,49.41,1542.17,357.364,566.916,0
0.0,21.8,300.0,32897.564,100.0,-1
0.0,44.23,962.01,300.0,119.0,-1
0.0,20.26,300.0,32897.564,100.0,-1
0.0,7.06,624.33,300.0,135.324,0
0.0,51.83,1034.39,96.628,269.276,0
0.0,50.34,903.49,392.0,238.588,0
0.0,5.9,311.675,32897.564,100.0,0
0.0,11.38,662.27,809.424,123.564,0
0.0,19.25,7429.135,3024.14,5396.832,0
0.0,32.44,16154.425,2240.0,4206.552,0
0.0,46.83,541.45,372.4,147.084,0
0.0,11.9,957.565,300.0,143.556,0
0.0,48.74,300.0,300.0,100.0,0
0.0,48.79,10104.115,1961.148,2616.376,-1
0.0,67.55,520.1,325.08,163.548,0
0.0,51.83,3237.43,84.56,391.104,0
0.0,9.39,6225.52,1900.108,1383.144,1
0.0,28.07,300.0,300.0,100.0,-1
0.0,49.14,438.375,300.0,120.512,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,69.98,740.705,300.0,100.0,0
0.0,51.83,3461.29,457.8,418.908,0
0.0,9.97,300.0,32897.564,100.0,0
0.0,19.94,300.0,32897.564,100.0,-1
0.0,24.29,2963.87,126.0,385.42,0
0.0,67.0,707.77,32897.564,127.792,0
0.0,53.69,300.0,300.0,100.0,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,47.6,728.105,1158.304,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,68.16,1346.17,1095.108,371.252,0
0.0,23.06,300.0,300.0,100.0,-1
0.0,1.47,381.325,32897.564,220.164,0
0.0,67.0,480.375,32897.564,100.0,0
0.0,69.98,764.995,300.0,166.432,0
0.0,44.25,300.0,32897.564,100.0,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,43.88,1855.805,2240.0,496.804,0
0.0,44.0,300.0,300.0,100.0,0
0.0,19.39,300.0,32897.564,100.0,0
0.0,51.83,5000.0,2750.0,1350.0,-1
0.0,9.84,300.0,300.0,100.0,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,51.83,1218.105,773.808,330.764,0
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,7.0,300.0,32897.564,100.0,-1
0.0,13.38,725.13,300.0,193.116,0
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,69.98,500.15,344.848,100.0,0
0.0,51.25,300.0,300.0,100.0,0
0.0,31.51,300.0,300.0,100.0,0
0.0,48.3,383.495,341.124,100.0,0
0.0,69.98,1517.46,840.0,192.192,0
0.0,4.89,12924.73,4431.84,5203.492,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,51.82,1775.165,4068.26,100.0,0
0.0,51.83,22386.0,4408.32,2928.94,-1
0.0,9.58,308.28,32897.564,100.0,0
0.0,35.67,300.0,300.0,100.0,0
0.0,42.29,1552.04,300.0,418.656,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,21.49,527.52,32897.564,100.0,0
0.0,47.04,353.885,804.44,100.0,0
0.0,67.0,489.335,32897.564,109.788,-1
0.0,51.83,13576.92,2265.2,3508.876,-1
0.0,4.13,610.33,663.012,129.332,0
0.0,69.98,445.9,300.0,100.0,0
0.0,30.79,300.0,300.0,100.0,0
0.0,6.03,2537.325,314.496,554.876,1
0.0,48.05,579.25,32897.564,151.2,0
0.0,51.83,1299.375,94.612,222.936,0
0.0,45.18,300.0,300.0,100.0,0
0.0,22.47,345.555,300.0,100.0,-1
0.0,30.55,300.0,300.0,100.0,0
0.0,7.44,319.9,300.0,100.0,0
0.0,29.03,300.0,32897.564,100.0,0
0.0,63.18,300.0,300.0,100.0,-1
0.0,51.83,3500.0,1925.0,1120.0,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,69.52,661.22,840.0,182.392,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,49.12,547.26,300.0,186.452,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,26.54,9778.02,581.0,1640.044,0
0.0,15.69,300.0,32897.564,100.0,-1
0.0,20.39,300.0,32897.564,100.0,0
0.0,69.98,328.02,300.0,100.0,-1
0.0,13.88,300.0,300.0,100.0,0
0.0,24.33,1492.26,1512.868,335.608,0
0.0,69.98,300.0,300.0,100.0,0
0.0,15.24,3500.0,56.0,109.032,0
0.0,48.27,996.555,300.0,127.456,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,50.04,5000.0,2750.0,1350.0,0
0.0,9.2,2895.515,504.0,761.964,1
0.0,69.98,1334.83,300.0,225.932,0
0.0,28.83,1414.28,81.732,100.0,0
0.0,8.16,9027.865,2919.0,1974.084,-1
0.0,66.66,300.0,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,74.8,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,74.18,300.0,32897.564,100.0,0
0.0,22.5,343.42,507.5,100.0,0
0.0,24.49,5000.0,2750.0,1350.0,0
0.0,20.79,507.115,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,8.15,300.0,32897.564,100.0,0
0.0,67.0,476.42,32897.564,100.0,0
0.0,49.98,300.0,300.0,100.0,0
0.0,28.47,300.0,300.0,100.0,0
0.0,16.34,300.0,300.0,100.0,0
0.0,25.09,4610.445,330.96,1197.868,-1
0.0,51.83,12512.64,4104.828,4828.992,0
0.0,51.83,1388.765,97.776,347.62,0
0.0,11.99,300.0,32897.564,100.0,0
0.0,5.96,300.0,32897.564,100.0,0
0.0,51.83,1740.795,2539.6,221.088,0
0.0,4.31,300.0,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,42.82,451.605,300.0,100.0,0
0.0,19.47,300.0,32897.564,100.0,-1
0.0,1.76,300.0,300.0,100.0,1
0.0,10.19,300.0,32897.564,100.0,-1
0.0,50.32,6617.38,8115.24,1713.684,0
0.0,24.6,6673.73,2322.432,834.176,-1
0.0,67.0,300.0,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,14.97,300.0,300.0,100.0,0
0.0,69.98,357.175,300.0,257.376,0
0.0,51.83,5000.0,2750.0,1350.0,0
0.0,33.21,300.0,32897.564,100.0,0
0.0,24.32,1001.84,443.996,100.0,0
0.0,7.19,1786.89,1663.2,503.384,-1
0.0,23.02,1846.74,2016.0,239.96,-1
0.0,27.79,300.0,32897.564,100.0,0
0.0,25.66,1683.01,300.0,206.892,-1
0.0,12.59,300.0,300.0,100.0,-1
0.0,12.66,375.515,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,25.81,1316.98,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,51.83,6039.075,3808.0,763.924,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,27.28,300.0,300.0,100.0,0
0.0,69.98,648.375,554.4,169.68,0
0.0,69.98,1482.285,300.0,181.216,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,6.17,300.0,300.0,100.0,0
0.0,2.65,12168.66,623.896,100.0,0
0.0,22.29,23348.5,8890.504,3047.66,0
0.0,27.77,2774.45,100.352,410.816,0
0.0,46.87,632.45,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,66.66,300.0,300.0,100.0,0
0.0,3.99,3500.0,330.4,193.872,1
0.0,10.1,5264.105,1015.56,665.364,0
0.0,54.49,300.0,300.0,100.0,0
0.0,15.69,367.675,463.764,100.0,0
0.0,24.56,300.0,300.0,100.0,0
0.0,51.83,2930.515,253.736,360.948,0
0.0,31.94,500.325,32897.564,100.0,-1
0.0,25.02,300.0,300.0,100.0,0
0.0,48.28,659.085,436.744,173.32,0
0.0,24.56,6665.4,747.824,1731.576,0
0.0,69.98,300.0,300.0,100.0,0
0.0,25.52,855.225,1232.0,220.528,-1
0.0,24.29,6918.485,685.72,1474.564,-1
0.0,43.23,1321.39,609.056,352.436,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,23.79,24943.345,57456.0,18198.6,-1
0.0,51.83,17743.425,1904.756,3779.356,-1
0.0,7.22,849.59,300.0,132.776,0
0.0,42.71,2335.095,157.276,605.808,0
0.0,69.98,1156.925,392.0,171.668,0
0.0,9.63,300.0,300.0,100.0,0
0.0,67.0,435.155,32897.564,100.0,-1
0.0,43.52,300.0,300.0,100.0,-1
0.0,25.0,300.0,300.0,100.0,-1
0.0,67.0,717.36,32897.564,196.56,0
0.0,69.98,300.0,300.0,100.0,0
0.0,11.09,300.0,300.0,100.0,0
0.0,10.43,9560.25,4029.984,1606.36,0
0.0,69.98,300.0,300.0,100.0,0
0.0,27.71,618.03,32897.564,105.224,0
0.0,28.29,300.0,300.0,100.0,-1
0.0,3.53,300.0,300.0,100.0,0
0.0,69.98,300.0,300.0,100.0,0
0.0,51.83,8897.49,1316.084,1128.876,0
0.0,2.92,300.0,32897.564,100.0,0
0.0,67.0,300.0,32897.564,100.0,0
0.0,41.79,300.0,300.0,100.0,-1
0.0,11.21,300.0,32897.564,100.0,-1
0.0,69.98,300.0,300.0,100.0,0
0.0,3.15,19292.0,1780.8,2556.036,0
0.0,67.0,573.3,32897.564,100.0,0
0.0,69.98,300.0,300.0,100.0,-1
0.0,48.12,10414.915,2800.0,1289.344,0
0.0,51.83,3003.84,2240.0,796.012,0
0.0,23.9,300.0,32897.564,100.0,0
0.0,69.98,1351.56,300.0,1881.348,0
0.0,69.98,300.0,300.0,100.0,0
0.0,6.87,5000.0,2750.0,1350.0,1
0.0,24.8,9149.63,1192.8,2434.824,-1
0.0,51.83,2062.27,101.64,252.28,0
0.0,25.53,6452.67,1290.24,1430.044,-1
0.0,51.83,24296.125,11793.6,5182.268,-1
0.0,48.84,300.0,32897.564,100.0,0
0.0,24.86,300.0,300.0,100.0,0
0.0,5.11,300.0,32897.564,100.0,1
0.0,69.98,300.0,300.0,100.0,0
