AJUSTE,TIEMPO,CIF,KILO,PAG,GRUPO,Prediccion_Ajuste_Modelo 1: Red Neuronal con Más Capas y Neuronas,Prediccion_Ajuste_Modelo 2: Red Neuronal con Menos Capas y Neuronas,Prediccion_Ajuste_Modelo 3: Red Neuronal con Capas Convolucionales (CNN)
0.0,8.38,300.0,300.0,100.0,0,70.46627,31.088587,57.91941
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,53.82,300.0,300.0,100.0,0,68.00026,14.777578,51.72804
0.0,44.56,493.535,32897.564,139.3,0,65.282524,19.065115,47.365753
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,341.005,300.0,100.0,0,69.29023,27.21491,62.90239
0.0,72.03,300.0,32897.564,100.0,0,64.15934,45.24405,72.516884
0.0,28.28,300.0,32897.564,100.0,-1,69.756454,20.165201,65.7278
0.0,70.66,300.0,32897.564,100.0,0,64.16049,32.871956,70.20623
0.0,26.17,5502.28,785.764,1444.94,-1,154.83144,355.18497,184.86409
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,67.0,744.03,32897.564,100.0,-1,79.68442,16.839952,88.01544
0.0,42.69,300.0,300.0,100.0,-1,108.131096,14.6628895,54.514416
0.0,67.0,307.58,32897.564,100.0,0,64.164375,22.328245,64.034035
0.0,61.78,300.0,300.0,100.0,0,68.65038,18.253706,57.236305
0.0,47.96,12003.25,4586.4,1454.516,0,113.896515,263.5777,151.93556
0.0,69.98,300.0,300.0,100.0,0,69.267815,27.216818,62.90801
0.0,46.51,1740.375,637.252,458.052,0,74.90464,71.06478,55.92823
0.0,69.98,368.62,420.0,105.98,0,69.171555,27.515104,62.913567
0.0,67.0,381.955,32897.564,102.508,-1,80.92909,17.082834,88.240875
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,7.68,300.0,300.0,100.0,0,70.77339,31.385042,58.07315
0.0,40.53,20162.45,2464.14,2474.92,-1,299.05624,613.714,549.31616
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,63.18,499.17,300.0,132.328,-1,108.131096,18.546217,64.11521
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,7.82,300.0,300.0,100.0,0,70.711975,31.325758,58.042404
0.0,26.91,548.625,32897.564,279.888,0,66.75312,45.358704,65.07872
0.0,24.74,300.0,32897.564,100.0,0,65.01327,24.193727,49.828835
0.0,67.0,446.355,32897.564,100.0,0,64.16286,22.328382,64.04863
0.0,51.83,6622.735,657.748,798.672,0,108.131096,135.00046,75.39351
0.0,27.58,1129.135,502.992,297.304,0,70.0261,47.894318,55.01638
0.0,69.98,704.165,1234.856,100.0,0,68.86736,27.233038,62.92564
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,5.28,1552.915,407.68,904.708,-1,164.46527,268.74762,116.82884
0.0,51.83,1500.695,985.6,395.22,0,70.76783,59.71485,55.874565
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,51.83,2513.385,840.0,309.484,0,69.615654,44.51911,54.011444
0.0,51.83,3500.0,44.352,124.656,1,63.88891,32.33436,55.695198
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,832.265,300.0,100.0,0,69.2317,27.192312,62.83504
0.0,51.83,30258.69,5318.852,3724.252,0,545.94696,1122.4294,987.63336
0.0,51.83,3500.0,1925.0,1120.0,0,108.131096,189.48444,104.95206
0.0,6.23,300.0,32897.564,100.0,0,67.1513,32.58615,57.27865
0.0,5.08,300.0,300.0,100.0,0,72.67095,33.520226,58.613274
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03325
0.0,11.45,1034.04,402.808,196.868,1,88.18819,48.99414,59.993633
0.0,25.12,730.625,300.0,232.792,0,69.70629,37.927055,54.53659
0.0,41.48,300.0,300.0,100.0,0,67.722824,17.070372,50.35801
0.0,67.0,300.0,32897.564,100.0,-1,80.707054,16.830183,88.20573
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,51.83,5582.955,4584.58,679.42,0,80.43942,112.9045,64.2911
0.0,51.83,3500.0,494.704,263.004,0,68.24293,36.277992,53.12662
0.0,51.83,5305.58,3847.2,1378.44,0,113.54788,251.6235,139.60588
0.0,67.0,639.73,32897.564,185.22,0,64.579185,32.01178,72.45506
0.0,18.26,300.0,300.0,100.0,0,67.58472,26.904299,55.692245
0.0,51.83,1512.805,6728.4,405.832,0,69.73469,61.652542,54.791714
0.0,28.89,3500.0,39.9,123.312,0,67.85544,23.874865,52.390522
0.0,51.83,4730.18,677.068,578.116,0,76.91307,92.25536,61.452263
0.0,51.83,1252.125,103.18,154.896,0,67.69769,19.39356,51.109383
0.0,24.23,28739.305,3073.98,3471.3,0,497.12396,958.1337,875.89703
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,67.0,300.0,32897.564,100.0,-1,80.707054,16.830183,88.20573
0.0,46.35,3494.085,2057.02,1464.876,0,113.018425,268.6469,150.25545
0.0,9.59,300.0,32897.564,100.0,0,66.6658,30.624365,56.065884
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,51.83,1229.795,618.072,334.796,0,69.801056,49.00377,54.609463
0.0,46.59,1139.285,1358.28,304.668,0,69.7719,43.888214,51.999313
0.0,15.13,313.04,32897.564,100.0,0,65.52305,28.272799,54.064842
0.0,51.83,1490.825,93.884,395.36,0,71.25721,59.73075,56.21742
0.0,1.65,729.96,32897.564,101.108,0,68.44841,42.119545,58.916786
0.0,69.98,300.0,300.0,100.0,-1,108.131096,22.03879,68.676994
0.0,20.8,2103.675,100.8,258.188,-1,108.131096,46.27941,62.172737
0.0,20.92,300.0,300.0,100.0,0,67.581924,25.777765,54.886887
0.0,69.98,364.245,300.0,100.0,-1,108.131096,22.033411,68.66818
0.0,51.83,9382.17,673.064,1148.84,0,108.131096,194.37163,107.951004
0.0,8.89,1383.165,154.924,372.008,-1,116.24711,89.01174,68.61097
0.0,69.98,300.0,300.0,100.0,0,69.267815,27.216818,62.90801
0.0,54.85,1392.545,378.532,224.056,0,67.88911,29.252596,53.777
0.0,25.04,7511.245,2585.52,1675.1,-1,183.12651,416.29514,335.25775
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,50.4,3500.0,281.26,117.628,0,68.10755,16.133577,50.361866
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,33.27,300.0,32897.564,100.0,0,64.894485,20.57305,47.380924
0.0,23.14,300.0,300.0,100.0,-1,108.131096,20.050562,58.445
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,689.115,300.0,120.82,-1,108.131096,24.95392,68.732414
0.0,51.83,3487.61,686.504,100.0,0,68.91896,15.057352,50.4927
0.0,19.83,300.0,32897.564,100.0,-1,78.2957,23.022993,69.027916
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,51.83,1234.52,64.652,279.048,0,69.67141,39.11917,53.53775
0.0,51.83,1474.13,217.308,197.764,0,67.733154,25.069345,51.621628
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,27.49,3600.38,411.432,440.944,-1,108.131096,86.77536,65.1482
0.0,67.0,300.0,32897.564,100.0,-1,80.707054,16.830183,88.20573
0.0,45.31,836.255,840.0,235.312,0,69.272484,31.645555,50.718727
0.0,26.8,13057.835,1333.332,1575.784,-1,167.29778,386.96838,247.25427
0.0,1.72,12576.69,2520.0,100.0,2,154.53532,89.85159,61.71663
0.0,69.98,1068.585,1023.68,275.94,0,67.779655,70.08479,65.22333
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,34.97,4995.13,504.0,2098.292,0,130.88208,494.1296,393.35248
0.0,35.81,300.0,300.0,100.0,-1,108.131096,16.08224,54.527565
0.0,69.98,478.03,393.26,100.0,0,69.37226,27.212095,62.890892
0.0,9.52,300.0,32897.564,100.0,0,66.67794,30.654081,56.091156
0.0,67.0,553.175,32897.564,100.0,0,64.1617,22.328516,64.05986
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,54.42,300.0,32897.564,100.0,0,64.4106,14.688299,47.210045
0.0,69.98,300.0,300.0,100.0,0,69.267815,27.216818,62.90801
0.0,51.83,10905.16,161.896,2828.056,0,282.7572,770.7709,632.318
0.0,26.23,300.0,32897.564,100.0,-1,70.290344,20.858519,66.16876
0.0,69.98,1159.83,300.0,196.532,0,67.87169,45.971268,63.61547
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,22.17,300.0,32897.564,100.0,-1,74.80115,22.231607,67.93013
0.0,69.98,484.785,300.0,100.0,-1,108.131096,22.023314,68.651665
0.0,66.21,537.845,32897.564,100.0,0,64.1644,21.66754,62.72582
0.0,50.61,2860.375,598.332,366.016,0,69.92854,54.584618,54.89633
0.0,20.45,634.655,300.0,107.716,0,67.5612,26.35003,54.955284
0.0,10.05,300.0,300.0,100.0,0,69.87139,30.381327,57.552635
0.0,51.83,3897.6,218.4,680.988,0,100.37594,112.84268,65.339325
0.0,26.83,7579.985,2647.624,918.68,0,108.131096,184.2593,89.385376
0.0,51.83,3500.0,1925.0,1120.0,0,108.131096,189.48444,104.95206
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,300.0,300.0,100.0,-1,108.131096,22.03879,68.676994
0.0,24.27,5000.0,2750.0,1350.0,-1,149.88712,337.79553,160.72923
0.0,18.4,300.0,32897.564,100.0,0,65.23636,26.884829,52.65069
0.0,51.83,26197.78,7216.748,100.0,0,64.17837,15.058287,50.004
0.0,0.77,300.0,32897.564,100.0,0,69.223145,43.90484,59.249393
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,69.98,677.04,496.692,100.0,0,69.2215,27.206778,62.871693
0.0,51.83,9504.04,10360.0,1186.5,0,108.131096,202.41824,119.20819
0.0,45.94,715.785,32897.564,200.284,0,65.90912,26.324697,52.05607
0.0,15.6,300.0,300.0,100.0,0,68.098885,28.03084,56.333706
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,27.01,300.0,32897.564,143.416,0,65.4805,26.456987,51.44031
0.0,4.78,300.0,32897.564,100.0,1,72.760544,46.02629,67.767715
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,4.59,8294.825,72492.0,1298.892,0,82.74335,348.65662,452.09656
0.0,27.09,31913.84,10337.6,5391.82,0,1170.5144,1699.7544,1764.1892
0.0,51.83,2005.29,90.58,259.336,0,68.9248,35.62549,53.115746
0.0,51.83,1871.45,155.12,319.032,0,69.74742,46.20497,54.457855
0.0,23.01,2676.485,1618.68,466.648,0,75.66749,82.37379,59.730072
0.0,26.94,300.0,300.0,100.0,-1,108.131096,18.765398,57.27008
0.0,28.29,300.0,32897.564,100.0,0,64.94378,22.686876,48.248768
0.0,69.98,572.39,490.0,165.536,0,68.01112,38.246452,63.118908
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,10.7,2480.205,1149.54,333.228,0,78.02908,65.26529,59.956455
0.0,44.32,1518.615,1309.784,402.108,0,72.28874,61.24814,54.066288
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,49.89,300.0,300.0,100.0,0,67.882996,15.32966,50.439053
0.0,44.83,300.0,300.0,100.0,0,67.76707,16.040495,50.316364
0.0,42.66,485.38,32897.564,100.0,0,64.87581,16.598509,45.81634
0.0,51.83,6143.585,78.96,1588.076,0,120.6979,336.7696,187.96628
0.0,23.89,300.0,300.0,100.0,0,67.63538,24.519938,53.987675
0.0,10.12,2897.405,638.4,1206.044,-1,174.3274,343.71265,148.75731
0.0,20.15,601.335,300.0,100.0,-1,108.131096,21.068144,59.33926
0.0,45.27,700.28,32897.564,184.968,0,65.75137,24.168482,50.336887
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,69.98,870.66,300.0,189.28,0,67.8853,44.07921,63.428467
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,49.53,568.925,300.0,242.564,-1,108.131096,37.562164,58.0321
0.0,51.83,3500.0,1925.0,1120.0,0,108.131096,189.48444,104.95206
0.0,67.0,300.0,32897.564,100.0,1,71.88968,47.257652,76.36011
0.0,67.0,485.66,32897.564,159.068,1,73.84549,56.185135,80.06229
0.0,3.75,300.0,32897.564,100.0,0,67.60311,37.676155,58.17379
0.0,5.22,15732.64,1680.0,1955.296,0,145.966,519.41675,415.67487
0.0,11.4,300.0,32897.564,100.0,0,66.352066,29.856077,55.412582
0.0,23.14,300.0,32897.564,102.312,-1,73.696724,22.141687,67.53984
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,22.21,300.0,32897.564,100.0,0,65.105194,25.267614,50.9549
0.0,69.98,1411.41,300.0,178.024,0,68.00478,41.099083,63.328384
0.0,69.98,1505.315,300.0,211.232,1,68.95187,86.433945,64.43926
0.0,22.61,4979.835,276.556,1294.188,-1,145.84879,328.96497,150.77115
0.0,51.83,3531.57,27.188,469.952,0,73.08923,72.94642,58.175888
0.0,21.97,300.0,32897.564,105.42,0,65.17798,25.643724,51.21798
0.0,51.83,4397.715,193.844,1217.384,1,125.4755,265.27277,126.344666
0.0,51.83,20985.09,8256.92,4478.46,-1,846.40063,1322.0825,1423.7239
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,25.02,5772.095,35.504,100.0,-1,108.131096,19.515242,58.052193
0.0,26.03,300.0,300.0,100.0,0,67.673904,23.613611,53.339752
0.0,26.47,29385.86,5160.96,3567.648,-1,539.6631,968.50903,955.19763
0.0,51.83,1881.39,132.02,246.876,0,68.67569,33.418015,52.806477
0.0,67.0,305.165,32897.564,100.0,1,71.89023,47.25744,76.3583
0.0,69.98,909.37,300.0,116.34,-1,108.131096,24.174704,68.67882
0.0,18.21,300.0,300.0,100.0,-1,108.131096,21.717894,59.969307
0.0,55.72,300.0,300.0,100.0,1,63.87728,34.19175,56.823147
0.0,67.0,435.575,32897.564,100.0,0,64.16298,22.328375,64.04749
0.0,27.19,3500.0,196.0,166.32,0,67.59333,28.409033,53.069046
0.0,51.83,10064.425,985.6,1219.428,0,108.131096,208.64928,114.89673
0.0,7.0,300.0,32897.564,100.0,0,67.03032,31.723726,57.000725
0.0,30.18,300.0,32897.564,100.0,0,64.910484,21.884638,47.880737
0.0,51.83,1498.14,917.532,389.872,0,70.64928,58.766434,55.7773
0.0,5.87,1373.645,1903.552,1068.816,0,108.131096,283.81436,114.946075
0.0,1.81,300.0,300.0,100.0,0,77.02208,39.032776,59.192894
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,611.87,300.0,100.0,-1,108.131096,22.012651,68.63425
0.0,44.0,1436.365,435.456,373.912,0,71.687965,56.25634,53.711704
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,29.4,959.665,300.0,137.704,0,67.568214,24.83713,52.18963
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,30.74,15826.405,6773.76,1983.436,-1,224.23799,479.88623,435.44177
0.0,51.83,1467.06,326.256,436.24,0,72.93856,66.97744,57.10324
0.0,39.2,300.0,300.0,100.0,-1,108.13108,15.171335,54.165405
0.0,27.79,519.54,32897.564,100.0,0,64.909584,22.89879,48.45107
0.0,6.52,300.0,300.0,100.0,0,71.48411,31.87631,58.32792
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,8.04,300.0,300.0,100.0,0,70.61544,31.232576,57.994087
0.0,12.33,300.0,300.0,100.0,0,69.68351,29.415728,57.051888
0.0,67.0,699.125,32897.564,1074.612,0,83.6362,320.41537,383.69495
0.0,67.0,300.0,32897.564,100.0,-1,80.707054,16.830183,88.20573
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,69.98,662.515,300.0,170.968,0,67.97156,39.483856,63.231544
0.0,22.85,27019.51,10012.8,5833.716,1,1146.5771,2012.1552,1904.4198
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,29.98,300.0,32897.564,100.0,0,64.91401,21.969534,47.9189
0.0,51.83,20370.7,1100.596,2453.948,0,203.64227,636.0699,513.6608
0.0,6.42,300.0,32897.564,100.0,0,67.12459,32.325134,57.210075
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,66.0,300.0,32897.564,100.0,0,64.16766,21.491583,62.34664
0.0,69.98,1880.375,300.0,319.312,0,68.67678,83.22785,66.491425
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,24.62,5000.0,2750.0,1350.0,0,108.131096,290.7085,142.7826
0.0,44.46,300.0,32897.564,100.0,0,64.87039,16.09374,45.792454
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,50.08,300.0,300.0,100.0,0,67.888664,15.30298,50.448765
0.0,35.29,300.0,32897.564,100.0,-1,68.32486,18.08018,64.24563
0.0,7.44,300.0,300.0,100.0,1,109.777824,42.214264,59.508675
0.0,7.97,710.29,300.0,195.048,0,74.828,40.568573,58.241833
0.0,44.9,941.5,300.0,271.208,0,69.74155,38.018105,51.620674
0.0,51.83,3500.0,1925.0,1120.0,0,108.131096,189.48444,104.95206
0.0,51.83,2073.12,72.408,497.14,1,66.96805,100.98545,62.97441
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03325
0.0,5.81,848.575,300.0,223.748,0,79.69302,49.46203,59.242485
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,20.47,647.5,300.0,100.0,0,67.60974,25.967978,54.96994
0.0,22.28,300.0,32897.564,100.0,0,65.10265,25.237913,50.92376
0.0,13.52,300.0,300.0,100.0,0,69.11347,28.911745,56.790527
0.0,51.83,24466.505,447.832,6320.048,0,1292.8248,2143.695,2185.7932
0.0,51.83,1968.645,1181.6,520.716,0,75.86338,81.95535,59.36019
0.0,51.83,3496.57,722.204,1336.664,0,111.69048,239.30981,127.92572
0.0,50.22,465.745,300.0,207.172,0,68.431595,26.591963,51.047794
0.0,69.98,523.075,300.0,139.72,0,68.147644,32.826324,62.93936
0.0,42.51,300.0,300.0,100.0,0,67.74145,16.636957,50.345203
0.0,69.98,300.0,300.0,100.0,1,66.31002,59.61183,63.079742
0.0,69.98,355.18,470.708,100.0,0,69.381,27.220617,62.91378
0.0,19.91,300.0,32897.564,100.0,0,65.18736,26.243887,51.978607
0.0,50.0,5000.0,2750.0,1350.0,0,111.28414,236.33678,130.23871
0.0,52.05,300.0,32897.564,100.0,0,64.55114,15.021227,46.336723
0.0,51.83,13592.075,3653.972,5221.664,0,877.5563,1711.2356,1674.1229
0.0,67.0,377.51,32897.564,100.0,0,64.16361,22.32831,64.04138
0.0,65.97,300.0,32897.564,100.0,0,64.16776,21.46649,62.29604
0.0,32.06,3345.895,3024.0,1961.4,-1,207.03961,471.23523,410.04938
0.0,51.83,2806.09,806.4,630.448,0,91.1666,102.119354,63.064888
0.0,49.18,1307.46,216.048,162.708,0,67.5876,20.54331,50.3307
0.0,8.17,300.0,32897.564,100.0,-1,113.51841,27.415632,73.757416
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,44.58,585.62,300.0,100.0,0,67.792496,16.075624,50.297726
0.0,69.98,300.0,300.0,100.0,-1,108.131096,22.03879,68.676994
0.0,25.08,5000.0,2750.0,1350.0,0,108.131096,289.269,142.2579
0.0,7.23,300.0,32897.564,100.0,-1,116.290504,28.032946,74.10474
0.0,18.32,381.255,32897.564,100.0,-1,82.67879,23.535398,69.70557
0.0,51.83,7930.16,1897.56,2286.76,0,148.46176,577.28906,472.40744
0.0,50.27,300.0,300.0,100.0,-1,108.131096,14.745958,55.94563
0.0,70.66,300.0,32897.564,100.0,0,64.16049,32.87194,70.20622
0.0,48.27,4414.13,6160.0,1175.748,0,108.13108,199.60034,110.04573
0.0,51.83,1679.93,549.024,229.628,0,68.13852,30.365862,52.239563
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,28.13,300.0,300.0,100.0,-1,108.131096,18.362944,56.902145
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,12.38,303.31,300.0,100.0,0,69.68,29.394533,57.040375
0.0,11.18,300.0,32897.564,100.0,0,66.390205,29.949465,55.49199
0.0,22.47,300.0,300.0,100.0,-1,108.131096,20.277159,58.65216
0.0,47.4,300.0,32897.564,100.0,0,64.78899,15.677931,45.893517
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,11.08,300.0,32897.564,100.0,-1,108.131096,26.022673,72.68216
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,51.83,3500.0,58.408,166.936,0,67.84401,20.712473,51.302486
0.0,15.55,300.0,300.0,100.0,0,68.11985,28.052015,56.344685
0.0,24.92,396.41,32897.564,244.972,0,66.53603,40.11508,62.40905
0.0,69.98,462.7,300.0,100.0,0,69.35678,27.209318,62.885704
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,69.98,1392.825,300.0,171.248,0,68.04252,39.516037,63.26552
0.0,18.48,414.505,32897.564,180.432,0,66.16229,33.76104,58.701817
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,23.5,532.84,300.0,169.456,0,68.65987,30.256956,54.12187
0.0,18.33,852.355,300.0,187.824,0,69.3282,34.26686,55.78121
0.0,5.06,693.07,32897.564,120.176,0,67.482956,37.360123,58.54171
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,22.02,1463.665,1370.488,235.704,-1,108.131096,41.546074,60.683983
0.0,69.98,1376.13,300.0,445.76,1,77.68424,159.53754,73.82907
0.0,50.06,1051.26,2514.764,446.964,0,72.68666,68.97298,55.952274
0.0,49.32,300.0,300.0,100.0,0,67.86599,15.409735,50.41267
0.0,28.51,300.0,300.0,100.0,0,67.69586,22.563307,52.588894
0.0,51.83,1508.185,103.74,402.472,0,71.553795,60.991173,56.37828
0.0,36.71,846.055,300.0,244.188,0,69.727036,35.530907,51.337677
0.0,51.83,2621.185,103.068,326.732,0,69.73612,47.568207,54.69537
0.0,69.98,904.645,300.0,262.08,0,67.77777,65.83475,65.10637
0.0,25.33,300.0,32897.564,100.0,0,64.99591,23.943293,49.566227
0.0,48.48,18363.8,2456.384,2315.236,0,151.80608,574.4545,469.19293
0.0,26.9,6629.105,2653.896,100.0,0,68.59962,23.239202,52.312992
0.0,69.16,1595.125,3024.0,100.0,0,67.880165,24.879385,62.376125
0.0,51.83,3500.0,38.472,208.348,0,67.60128,26.599699,52.042725
0.0,1.83,300.0,32897.564,100.0,0,68.47486,41.68927,58.866802
0.0,51.83,1232.245,10.724,178.5,0,67.55039,22.273973,51.365643
0.0,28.85,668.745,300.0,147.7,0,67.82722,25.88893,52.39942
0.0,59.05,300.0,32897.564,100.0,0,64.1905,16.32348,51.318073
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,51.83,3500.0,849.632,167.412,0,67.90955,20.779001,50.99033
0.0,21.35,5000.0,2750.0,1350.0,0,108.131096,300.94147,146.5124
0.0,50.73,1483.405,824.992,402.612,0,71.35366,61.068504,55.629738
0.0,67.0,376.46,32897.564,100.0,0,64.16362,22.32831,64.04128
0.0,69.98,798.42,300.0,209.44,1,68.82442,85.96561,64.369965
0.0,15.18,300.0,300.0,100.0,0,68.28681,28.208708,56.425945
0.0,24.36,326.095,32897.564,100.0,0,65.02181,24.35499,49.995552
0.0,69.98,1669.955,300.0,100.0,0,68.79767,27.153746,62.720203
0.0,21.31,787.885,403.2,120.484,-1,108.131096,23.097029,59.07248
0.0,20.97,300.0,32897.564,100.0,0,65.150246,25.793959,51.50681
0.0,2.32,300.0,300.0,100.0,0,76.10759,37.96679,59.102474
0.0,17.31,14574.945,3763.2,3152.1,1,398.5924,988.2083,770.5577
0.0,48.12,300.0,32897.564,100.0,-1,69.685585,16.55966,66.89911
0.0,51.83,5000.0,2750.0,1350.0,0,112.38958,242.91885,132.1428
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,31.87,3500.0,209.188,420.112,0,73.06126,68.341125,56.550743
0.0,51.83,2395.19,728.0,1211.784,-1,120.11822,264.85043,133.54532
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,42.21,300.0,300.0,100.0,0,67.73636,16.76272,50.348934
0.0,4.55,2071.335,652.484,325.472,0,103.76295,77.06013,61.283253
0.0,69.98,300.0,300.0,100.0,0,69.267815,27.216818,62.90801
0.0,51.83,14248.395,376.796,2410.772,0,177.70764,620.6756,500.2833
0.0,25.35,703.045,300.0,194.46,1,67.33868,43.354866,57.63797
0.0,51.83,1580.74,1455.44,373.38,0,70.05584,55.849182,55.196987
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,4.69,1551.97,300.0,502.6,0,108.131096,126.89654,67.07337
0.0,67.76,300.0,300.0,100.0,0,69.17514,22.988775,61.372498
0.0,32.57,5000.0,2750.0,1350.0,0,108.131096,267.01074,133.71468
0.0,49.66,300.0,300.0,100.0,0,67.87613,15.361971,50.428406
0.0,38.54,1107.015,300.0,135.8,0,67.57911,20.771482,50.27259
0.0,6.27,300.0,300.0,100.0,0,71.66071,31.982195,58.382828
0.0,69.98,1475.81,2520.0,395.668,0,69.68721,109.19344,68.59793
0.0,12.86,324.905,300.0,100.0,0,69.47014,29.191236,56.93151
0.0,52.09,300.0,300.0,100.0,0,67.94864,15.020609,50.949516
0.0,10.72,1357.23,177.996,333.732,-1,108.202286,72.484,66.604675
0.0,7.03,300.0,300.0,100.0,0,71.12384,31.660334,58.215904
0.0,25.36,300.0,300.0,100.0,0,67.66184,23.897371,53.542606
0.0,9.46,300.0,300.0,100.0,0,69.991,30.631193,57.682213
0.0,48.87,300.0,300.0,100.0,0,67.850266,15.472952,50.39184
0.0,6.64,1772.19,300.0,321.608,0,95.64634,71.33198,60.87094
0.0,69.98,300.0,300.0,100.0,0,69.26782,27.216818,62.90801
0.0,43.92,14626.85,2469.376,1797.292,0,123.35854,397.00848,312.36227
0.0,66.0,300.0,32897.564,100.0,0,64.16766,21.491583,62.34664
0.0,67.0,300.0,32897.564,100.0,0,64.16446,22.32823,64.03323
0.0,29.0,3500.0,99.092,238.28,-1,108.131096,39.99301,59.242847
0.0,75.22,300.0,32897.564,100.0,0,64.15533,77.38198,77.55441
